"[]","101"
"['pokemonday']","45"
"['detectivepikachu']","37"
"['pokemonletsgo']","32"
"['pokemonduel']","27"
"['pokemontcg']","27"
"['pokemonholidaycheer']","22"
"['pokemongo']","22"
"['pokemonvalentine']","21"
"['playpokemon']","16"
"['pokemontheseries']","16"
"['pokemoncenter']","14"
"['pokemonswordshield']","12"
"['pokemontcg'","11"
"'pokemonday']","9"
"['pokemontheseries'","9"
"'playpokemon']","8"
"'pokemonletsgo']","6"
"['firstdayofspring']","6"
"['teampikachu'","6"
"['mondaymotivation']","6"
"'pokemoncenter']","5"
"'teameevee']","4"
"['pokemongocommunityday']","4"
"'detectivepikachu']","4"
"['pokemongo'","4"
"['pokemonresolutions']","4"
"['pokemonthepowerofus']","4"
"'watchpokemon']","3"
"'pokemonlivetweet']","3"
"['gosnapshot']","3"
"['tuesdaythoughts']","3"
"['pokemonswordshield'","3"
"['detectivepikachu'","3"
"['pokemondirect']","3"
"'belegendary']","2"
"['teameevee']","2"
"['teampikachu']","2"
"['mondaymotivation'","2"
"['wednesdaywisdom']","2"
"['gobattle'","2"
"['pokkentournamentdx'","2"
"['nationallazyday']","2"
"'pokemongo']","2"
"['pokemonhalloween']","2"
"'teameevee'","2"
"['nationalhatday']","2"
"'pokemonultrasunmoon']","2"
"['pokemonletsgo'","2"
"'gobattle']","2"
"['pokemonvg'","2"
"'teampikachu'","2"
"['wednesdaywisdom'","2"
"['smashbrosultimate']","2"
"['pokemonultrasunmoon'","2"
"['detectivepikachumovie'","2"
"'pokemonresolutions']","2"
"['happynewyear']","2"
"'pokemonsunmoon'","2"
